Index,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start_Date,Match_Id,Batsman,Player_Id
993,0,0,3,0,0,0, New Zealand,Nelson,08-01-2019,ODI # 4076,Nuwan Pradeep,324358
994,5,5,11,45.45,0,0, U.A.E.,Dambulla,17-07-2004,ODI # 2146,Lasith Malinga,49758
996,1,1,1,100,0,0, India,Colombo (RPS),27-07-2004,ODI # 2153,Lasith Malinga,49758
998,1,1,6,16.66,0,0, New Zealand,Queenstown,31-12-2005,ODI # 2309,Lasith Malinga,49758
1000,15,15,29,51.72,2,0, Pakistan,Colombo (RPS),19-03-2006,ODI # 2352,Lasith Malinga,49758
1002,3,3,8,37.5,0,0, England,Lord's,17-06-2006,ODI # 2384,Lasith Malinga,49758
1003,2,2,3,66.66,0,0, England,The Oval,20-06-2006,ODI # 2385,Lasith Malinga,49758
1007,3,3,3,100,0,0, Netherlands,Amstelveen,04-07-2006,ODI # 2390,Lasith Malinga,49758
1009,7,7,2,350,1,0, Bangladesh,Mohali,07-10-2006,ODI # 2423,Lasith Malinga,49758
1010,5,5,5,100,0,0, Zimbabwe,Ahmedabad,10-10-2006,ODI # 2425,Lasith Malinga,49758
1012,0,0,1,0,0,0, Pakistan,Jaipur,17-10-2006,ODI # 2431,Lasith Malinga,49758
1014,2,2,6,33.33,0,0, South Africa,Ahmedabad,24-10-2006,ODI # 2435,Lasith Malinga,49758
1025,0,0,2,0,0,0, South Africa,Providence,28-03-2007,ODI # 2556,Lasith Malinga,49758
1027,2,2,7,28.57,0,0, England,North Sound,04-04-2007,ODI # 2563,Lasith Malinga,49758
1029,10,10,6,166.66,0,1, Australia,Bridgetown,28-04-2007,ODI # 2581,Lasith Malinga,49758
1030,3,3,7,42.85,0,0, Pakistan,Abu Dhabi,18-05-2007,ODI # 2584,Lasith Malinga,49758
1031,11,11,10,110,1,0, Pakistan,Abu Dhabi,22-05-2007,ODI # 2586,Lasith Malinga,49758
1035,0,0,1,0,0,0, England,Dambulla,04-10-2007,ODI # 2624,Lasith Malinga,49758
1036,0,0,5,0,0,0, England,Dambulla,07-10-2007,ODI # 2626,Lasith Malinga,49758
1037,3,3,3,100,0,0, England,Colombo (RPS),10-10-2007,ODI # 2628,Lasith Malinga,49758
1038,0,0,2,0,0,0, England,Colombo (RPS),13-10-2007,ODI # 2630,Lasith Malinga,49758
1040,2,2,10,20,0,0, Australia,Sydney,08-02-2008,ODI # 2673,Lasith Malinga,49758
1042,5,5,18,27.77,1,0, Australia,Perth,15-02-2008,ODI # 2679,Lasith Malinga,49758
1045,12,12,36,33.33,0,0, India,Hobart,26-02-2008,ODI # 2686,Lasith Malinga,49758
1046,0,0,1,0,0,0, Australia,Melbourne,29-02-2008,ODI # 2687,Lasith Malinga,49758
1047,4,4,3,133.33,0,0, Pakistan,Dambulla,30-07-2009,ODI # 2864,Lasith Malinga,49758
1049,0,0,1,0,0,0, Pakistan,Colombo (RPS),07-08-2009,ODI # 2868,Lasith Malinga,49758
1052,0,0,1,0,0,0, India,Colombo (RPS),14-09-2009,ODI # 2889,Lasith Malinga,49758
1054,0,0,1,0,0,0, England,Johannesburg,25-09-2009,ODI # 2896,Lasith Malinga,49758
1055,15,15,10,150,1,1, New Zealand,Johannesburg,27-09-2009,ODI # 2899,Lasith Malinga,49758
1056,13,13,24,54.16,1,1, India,Cuttack,21-12-2009,ODI # 2934,Lasith Malinga,49758
1058,16,16,12,133.33,1,1, Pakistan,Dambulla,15-06-2010,ODI # 2991,Lasith Malinga,49758
1060,7,7,11,63.63,1,0, India,Dambulla,24-06-2010,ODI # 3001,Lasith Malinga,49758
1062,5,5,12,41.66,1,0, India,Dambulla,16-08-2010,ODI # 3032,Lasith Malinga,49758
1066,56,56,48,116.66,6,2, Australia,Melbourne,03-11-2010,ODI # 3065,Lasith Malinga,49758
1068,2,2,9,22.22,0,0, Australia,Brisbane,07-11-2010,ODI # 3068,Lasith Malinga,49758
1074,6,6,4,150,0,1, New Zealand,Mumbai,18-03-2011,ODI # 3137,Lasith Malinga,49758
1078,26,26,15,173.33,4,1, England,The Oval,28-06-2011,ODI # 3165,Lasith Malinga,49758
1081,0,0,4,0,0,0, England,Nottingham,06-07-2011,ODI # 3169,Lasith Malinga,49758
1082,6,6,2,300,0,1, England,Manchester,09-07-2011,ODI # 3170,Lasith Malinga,49758
1083,32,32,15,213.33,2,2, Scotland,Edinburgh,13-07-2011,ODI # 3172,Lasith Malinga,49758
1084,0,0,2,0,0,0, Australia,Hambantota,14-08-2011,ODI # 3178,Lasith Malinga,49758
1085,1,1,1,100,0,0, Australia,Hambantota,16-08-2011,ODI # 3180,Lasith Malinga,49758
1086,0,0,2,0,0,0, Australia,Colombo (RPS),20-08-2011,ODI # 3182,Lasith Malinga,49758
1088,11,11,14,78.57,0,1, Pakistan,Dubai (DSC),11-11-2011,ODI # 3212,Lasith Malinga,49758
1089,2,2,1,200,0,0, Pakistan,Dubai (DSC),14-11-2011,ODI # 3213,Lasith Malinga,49758
1090,0,0,2,0,0,0, Pakistan,Dubai (DSC),18-11-2011,ODI # 3214,Lasith Malinga,49758
1091,4,4,6,66.66,0,0, Pakistan,Sharjah,20-11-2011,ODI # 3215,Lasith Malinga,49758
1092,4,4,2,200,1,0, Pakistan,Abu Dhabi,23-11-2011,ODI # 3216,Lasith Malinga,49758
1093,1,1,9,11.11,0,0, South Africa,Paarl,11-01-2012,ODI # 3225,Lasith Malinga,49758
1095,2,2,4,50,0,0, South Africa,Bloemfontein,17-01-2012,ODI # 3227,Lasith Malinga,49758
1098,1,1,1,100,0,0, India,Perth,08-02-2012,ODI # 3233,Lasith Malinga,49758
1099,1,1,6,16.66,0,0, Australia,Perth,10-02-2012,ODI # 3235,Lasith Malinga,49758
1105,2,2,4,50,0,0, Australia,Melbourne,02-03-2012,ODI # 3253,Lasith Malinga,49758
1106,1,1,6,16.66,0,0, Australia,Brisbane,04-03-2012,ODI # 3255,Lasith Malinga,49758
1108,6,6,9,66.66,1,0, Australia,Adelaide,08-03-2012,ODI # 3257,Lasith Malinga,49758
1109,1,1,6,16.66,0,0, Pakistan,Dhaka,15-03-2012,ODI # 3260,Lasith Malinga,49758
1110,10,10,13,76.92,1,0, Bangladesh,Dhaka,20-03-2012,ODI # 3265,Lasith Malinga,49758
1114,0,0,1,0,0,0, Pakistan,Colombo (RPS),16-06-2012,ODI # 3275,Lasith Malinga,49758
1116,19,19,10,190,1,2, India,Hambantota,21-07-2012,ODI # 3291,Lasith Malinga,49758
1119,15,15,7,214.28,0,2, India,Colombo (RPS),31-07-2012,ODI # 3294,Lasith Malinga,49758
1120,10,10,9,111.11,2,0, India,Pallekele,04-08-2012,ODI # 3295,Lasith Malinga,49758
1125,1,1,2,50,0,0, Australia,Melbourne,11-01-2013,ODI # 3317,Lasith Malinga,49758
1129,2,2,5,40,0,0, Australia,Hobart,23-01-2013,ODI # 3326,Lasith Malinga,49758
1132,5,5,3,166.66,1,0, Bangladesh,Pallekele,28-03-2013,ODI # 3352,Lasith Malinga,49758
1133,2,2,3,66.66,0,0, New Zealand,Cardiff,09-06-2013,ODI # 3366,Lasith Malinga,49758
1135,2,2,1,200,0,0, Australia,The Oval,17-06-2013,ODI # 3374,Lasith Malinga,49758
1136,7,7,2,350,1,0, India,Cardiff,20-06-2013,ODI # 3376,Lasith Malinga,49758
1137,8,8,9,88.88,0,1, West Indies,Kingston,28-06-2013,ODI # 3378,Lasith Malinga,49758
1140,7,7,5,140,1,0, India,Port of Spain,09-07-2013,ODI # 3387,Lasith Malinga,49758
1141,0,0,2,0,0,0, India,Port of Spain,11-07-2013,ODI # 3388,Lasith Malinga,49758
1144,0,0,1,0,0,0, South Africa,Pallekele,26-07-2013,ODI # 3398,Lasith Malinga,49758
1146,0,0,1,0,0,0, New Zealand,Hambantota,10-11-2013,ODI # 3432,Lasith Malinga,49758
1151,19,19,27,70.37,4,0, Pakistan,Sharjah,22-12-2013,ODI # 3447,Lasith Malinga,49758
1152,0,0,5,0,0,0, Pakistan,Abu Dhabi,25-12-2013,ODI # 3448,Lasith Malinga,49758
1153,0,0,1,0,0,0, Pakistan,Abu Dhabi,27-12-2013,ODI # 3450,Lasith Malinga,49758
1154,0,0,10,0,0,0, Bangladesh,Dhaka,17-02-2014,ODI # 3469,Lasith Malinga,49758
1160,10,10,16,62.5,1,0, England,The Oval,22-05-2014,ODI # 3492,Lasith Malinga,49758
1162,2,2,6,33.33,0,0, England,Manchester,28-05-2014,ODI # 3494,Lasith Malinga,49758
1165,6,6,4,150,0,1, South Africa,Colombo (RPS),06-07-2014,ODI # 3500,Lasith Malinga,49758
1166,0,0,2,0,0,0, South Africa,Pallekele,09-07-2014,ODI # 3501,Lasith Malinga,49758
1167,0,0,3,0,0,0, South Africa,Hambantota,12-07-2014,ODI # 3502,Lasith Malinga,49758
1169,0,0,1,0,0,0, Pakistan,Hambantota,26-08-2014,ODI # 3515,Lasith Malinga,49758
1171,0,0,1,0,0,0, New Zealand,Christchurch,14-02-2015,ODI # 3599,Lasith Malinga,49758
1175,0,0,2,0,0,0, Australia,Sydney,08-03-2015,ODI # 3629,Lasith Malinga,49758
1176,1,1,3,33.33,0,0, Scotland,Hobart,11-03-2015,ODI # 3632,Lasith Malinga,49758
1177,3,3,6,50,0,0, South Africa,Sydney,18-03-2015,ODI # 3640,Lasith Malinga,49758
1178,4,4,4,100,0,0, Pakistan,Dambulla,11-07-2015,ODI # 3664,Lasith Malinga,49758
1179,2,2,5,40,0,0, Pakistan,Pallekele,15-07-2015,ODI # 3669,Lasith Malinga,49758
1180,6,6,8,75,0,0, Pakistan,Colombo (RPS),19-07-2015,ODI # 3670,Lasith Malinga,49758
1181,17,17,13,130.76,2,1, Pakistan,Colombo (RPS),22-07-2015,ODI # 3671,Lasith Malinga,49758
1182,0,0,1,0,0,0, West Indies,Colombo (RPS),01-11-2015,ODI # 3701,Lasith Malinga,49758
1185,1,1,2,50,0,0, South Africa,The Oval,03-06-2017,ODI # 3877,Lasith Malinga,49758
1187,9,9,14,64.28,0,0, Pakistan,Cardiff,12-06-2017,ODI # 3888,Lasith Malinga,49758
1193,8,8,6,133.33,0,1, India,Dambulla,20-08-2017,ODI # 3905,Lasith Malinga,49758
1195,1,1,5,20,0,0, India,Pallekele,27-08-2017,ODI # 3907,Lasith Malinga,49758
1196,0,0,1,0,0,0, India,Colombo (RPS),31-08-2017,ODI # 3908,Lasith Malinga,49758
1197,2,2,4,50,0,0, India,Colombo (RPS),03-09-2017,ODI # 3909,Lasith Malinga,49758
1198,3,3,3,100,0,0, Bangladesh,Dubai (DSC),15-09-2018,ODI # 4036,Lasith Malinga,49758
1199,1,1,7,14.28,0,0, Afghanistan,Abu Dhabi,17-09-2018,ODI # 4038,Lasith Malinga,49758
1202,2,2,2,100,0,0, England,Pallekele,17-10-2018,ODI # 4054,Lasith Malinga,49758
1203,4,4,1,400,1,0, England,Pallekele,20-10-2018,ODI # 4055,Lasith Malinga,49758
1204,11,11,7,157.14,0,1, New Zealand,Mount Maunganui,03-01-2019,ODI # 4074,Lasith Malinga,49758
1205,17,17,22,77.27,2,0, New Zealand,Mount Maunganui,05-01-2019,ODI # 4075,Lasith Malinga,49758
1206,0,0,1,0,0,0, New Zealand,Nelson,08-01-2019,ODI # 4076,Lasith Malinga,49758
1207,15,15,24,62.5,2,0, South Africa,Johannesburg,03-03-2019,ODI # 4104,Lasith Malinga,49758
1208,1,1,4,25,0,0, South Africa,Centurion,06-03-2019,ODI # 4107,Lasith Malinga,49758
1210,0,0,2,0,0,0, South Africa,Port Elizabeth,13-03-2019,ODI # 4114,Lasith Malinga,49758
1212,22,22,21,104.76,2,1, Pakistan,Dambulla,11-07-2015,ODI # 3664,Milinda Siriwardana,222354
1213,26,26,28,92.85,3,0, Pakistan,Pallekele,15-07-2015,ODI # 3669,Milinda Siriwardana,222354
1214,2,2,3,66.66,0,0, Pakistan,Colombo (RPS),19-07-2015,ODI # 3670,Milinda Siriwardana,222354
1215,19,19,11,172.72,2,1, Pakistan,Colombo (RPS),22-07-2015,ODI # 3671,Milinda Siriwardana,222354
1216,52,52,26,200,4,3, Pakistan,Hambantota,26-07-2015,ODI # 3672,Milinda Siriwardana,222354
1217,7,7,8,87.5,0,0, West Indies,Colombo (RPS),01-11-2015,ODI # 3701,Milinda Siriwardana,222354
1219,17,17,13,130.76,0,1, West Indies,Pallekele,07-11-2015,ODI # 3704,Milinda Siriwardana,222354
1220,66,66,82,80.48,7,0, New Zealand,Christchurch,26-12-2015,ODI # 3714,Milinda Siriwardana,222354
1221,12,12,14,85.71,2,0, New Zealand,Christchurch,28-12-2015,ODI # 3715,Milinda Siriwardana,222354
1224,39,39,22,177.27,3,2, New Zealand,Mount Maunganui,05-01-2016,ODI # 3721,Milinda Siriwardana,222354
1225,19,19,26,73.07,0,0, Australia,Colombo (RPS),21-08-2016,ODI # 3768,Milinda Siriwardana,222354
1226,22,22,25,88,1,1, Bangladesh,Dambulla,25-03-2017,ODI # 3855,Milinda Siriwardana,222354
1227,30,30,30,100,3,0, Bangladesh,Dambulla,28-03-2017,ODI # 3856,Milinda Siriwardana,222354
1228,12,12,16,75,1,0, Bangladesh,Colombo (SSC),01-04-2017,ODI # 3858,Milinda Siriwardana,222354
1229,58,58,58,100,2,1, India,Pallekele,24-08-2017,ODI # 3906,Milinda Siriwardana,222354
1230,29,29,27,107.4,4,0, India,Pallekele,27-08-2017,ODI # 3907,Milinda Siriwardana,222354
1231,39,39,43,90.69,3,2, India,Colombo (RPS),31-08-2017,ODI # 3908,Milinda Siriwardana,222354
1232,18,18,13,138.46,1,1, India,Colombo (RPS),03-09-2017,ODI # 3909,Milinda Siriwardana,222354
1233,0,0,1,0,0,0, Pakistan,Dubai (DSC),13-10-2017,ODI # 3922,Milinda Siriwardana,222354
1234,3,3,5,60,0,0, Pakistan,Abu Dhabi,16-10-2017,ODI # 3924,Milinda Siriwardana,222354
1235,2,2,4,50,0,0, Pakistan,Abu Dhabi,18-10-2017,ODI # 3926,Milinda Siriwardana,222354
1236,13,13,32,40.62,0,0, Pakistan,Sharjah,20-10-2017,ODI # 3927,Milinda Siriwardana,222354
1237,6,6,13,46.15,1,0, Pakistan,Sharjah,23-10-2017,ODI # 3930,Milinda Siriwardana,222354
1239,35,35,35,100,4,0, India,Harare,05-06-2010,ODI # 2988,Jeevan Mendis,49700
1240,7,7,8,87.5,1,0, Zimbabwe,Harare,07-06-2010,ODI # 2989,Jeevan Mendis,49700
1242,5,5,11,45.45,0,0, Australia,Brisbane,07-11-2010,ODI # 3068,Jeevan Mendis,49700
1243,9,9,15,60,0,0, England,The Oval,28-06-2011,ODI # 3165,Jeevan Mendis,49700
1244,7,7,4,175,0,1, England,Leeds,01-07-2011,ODI # 3167,Jeevan Mendis,49700
1246,11,11,29,37.93,1,0, England,Nottingham,06-07-2011,ODI # 3169,Jeevan Mendis,49700
1247,48,48,53,90.56,4,0, England,Manchester,09-07-2011,ODI # 3170,Jeevan Mendis,49700
1248,34,34,26,130.76,3,1, Scotland,Edinburgh,13-07-2011,ODI # 3172,Jeevan Mendis,49700
1249,2,2,6,33.33,0,0, Australia,Pallekele,10-08-2011,ODI # 3175,Jeevan Mendis,49700
1250,5,5,9,55.55,0,0, Australia,Hambantota,14-08-2011,ODI # 3178,Jeevan Mendis,49700
1251,1,1,3,33.33,0,0, Australia,Hambantota,16-08-2011,ODI # 3180,Jeevan Mendis,49700
1252,7,7,14,50,1,0, Australia,Colombo (RPS),22-08-2011,ODI # 3184,Jeevan Mendis,49700
1253,17,17,17,100,1,0, Pakistan,Dubai (DSC),14-11-2011,ODI # 3213,Jeevan Mendis,49700
1254,19,19,15,126.66,2,0, Pakistan,Dubai (DSC),18-11-2011,ODI # 3214,Jeevan Mendis,49700
1255,2,2,7,28.57,0,0, Pakistan,Sharjah,20-11-2011,ODI # 3215,Jeevan Mendis,49700
1256,2,2,12,16.66,0,0, Pakistan,Abu Dhabi,23-11-2011,ODI # 3216,Jeevan Mendis,49700
1257,19,19,20,95,2,1, Pakistan,Colombo (RPS),18-06-2012,ODI # 3277,Jeevan Mendis,49700
1258,45,45,40,112.5,3,1, India,Colombo (RPS),28-07-2012,ODI # 3293,Jeevan Mendis,49700
1259,17,17,16,106.25,2,0, India,Colombo (RPS),31-07-2012,ODI # 3294,Jeevan Mendis,49700
1260,72,72,88,81.81,6,0, India,Pallekele,04-08-2012,ODI # 3295,Jeevan Mendis,49700
1264,0,0,4,0,0,0, New Zealand,Hambantota,12-11-2012,ODI # 3308,Jeevan Mendis,49700
1265,20,20,18,111.11,1,1, Australia,Melbourne,11-01-2013,ODI # 3317,Jeevan Mendis,49700
1267,2,2,13,15.38,0,0, Australia,Brisbane,18-01-2013,ODI # 3321,Jeevan Mendis,49700
1269,26,26,40,65,2,1, Australia,Hobart,23-01-2013,ODI # 3326,Jeevan Mendis,49700
1272,5,5,7,71.42,1,0, Bangladesh,Pallekele,28-03-2013,ODI # 3352,Jeevan Mendis,49700
1273,25,25,35,71.42,1,0, India,Cardiff,20-06-2013,ODI # 3376,Jeevan Mendis,49700
1274,5,5,12,41.66,0,0, West Indies,Kingston,28-06-2013,ODI # 3378,Jeevan Mendis,49700
1275,8,8,5,160,2,0, West Indies,Port of Spain,07-07-2013,ODI # 3385,Jeevan Mendis,49700
1276,13,13,16,81.25,1,0, India,Port of Spain,09-07-2013,ODI # 3387,Jeevan Mendis,49700
1277,30,30,14,214.28,2,2, England,Colombo (RPS),26-11-2014,ODI # 3554,Jeevan Mendis,49700
1279,12,12,10,120,1,0, England,Hambantota,03-12-2014,ODI # 3561,Jeevan Mendis,49700
1281,12,12,15,80,0,0, England,Pallekele,10-12-2014,ODI # 3565,Jeevan Mendis,49700
1282,12,12,11,109.09,1,0, England,Pallekele,13-12-2014,ODI # 3567,Jeevan Mendis,49700
1283,1,1,1,100,0,0, England,Colombo (RPS),16-12-2014,ODI # 3569,Jeevan Mendis,49700
1284,23,23,25,92,2,1, New Zealand,Christchurch,11-01-2015,ODI # 3574,Jeevan Mendis,49700
1287,12,12,10,120,0,1, New Zealand,Nelson,20-01-2015,ODI # 3585,Jeevan Mendis,49700
1288,18,18,17,105.88,1,1, New Zealand,Dunedin,23-01-2015,ODI # 3588,Jeevan Mendis,49700
1289,3,3,8,37.5,0,0, New Zealand,Dunedin,25-01-2015,ODI # 3590,Jeevan Mendis,49700
1290,4,4,4,100,1,0, New Zealand,Christchurch,14-02-2015,ODI # 3599,Jeevan Mendis,49700
1291,9,9,17,52.94,0,0, Afghanistan,Dunedin,22-02-2015,ODI # 3609,Jeevan Mendis,49700
1292,7,7,16,43.75,0,0, New Zealand,Christchurch,28-12-2015,ODI # 3715,Jeffrey Vandersay,370040
1297,8,8,16,50,1,0, South Africa,Port Elizabeth,28-01-2017,ODI # 3828,Jeffrey Vandersay,370040
1298,7,7,18,38.88,1,0, South Africa,Centurion,10-02-2017,ODI # 3834,Jeffrey Vandersay,370040
1299,25,25,47,53.19,1,0, Pakistan,Dubai (DSC),13-10-2017,ODI # 3922,Jeffrey Vandersay,370040
1300,22,22,55,40,0,0, Pakistan,Abu Dhabi,16-10-2017,ODI # 3924,Jeffrey Vandersay,370040
1301,0,0,4,0,0,0, Pakistan,Abu Dhabi,18-10-2017,ODI # 3926,Jeffrey Vandersay,370040
1302,2,2,10,20,0,0, Pakistan,Sharjah,23-10-2017,ODI # 3930,Jeffrey Vandersay,370040
1305,0,0,9,0,0,0, South Africa,Durban,10-03-2019,ODI # 4112,Isuru Udana,328026
1306,78,78,57,136.84,7,4, South Africa,Port Elizabeth,13-03-2019,ODI # 4114,Isuru Udana,328026
1307,32,32,29,110.34,3,1, South Africa,Cape Town,16-03-2019,ODI # 4115,Isuru Udana,328026
1308,31,31,14,221.42,4,1, India,Kolkata,24-12-2009,ODI # 2935,Thisara Perera,233514
1310,36,36,15,240,6,1, India,Dhaka,05-01-2010,ODI # 2938,Thisara Perera,233514
1312,11,11,17,64.7,2,0, India,Dhaka,10-01-2010,ODI # 2941,Thisara Perera,233514
1313,6,6,6,100,1,0, India,Dhaka,13-01-2010,ODI # 2943,Thisara Perera,233514
1314,32,32,23,139.13,2,1, India,Bulawayo,30-05-2010,ODI # 2983,Thisara Perera,233514
1317,8,8,16,50,0,0, Zimbabwe,Harare,07-06-2010,ODI # 2989,Thisara Perera,233514
1319,6,6,8,75,0,0, India,Dambulla,28-08-2010,ODI # 3040,Thisara Perera,233514
1320,0,0,4,0,0,0, Australia,Melbourne,03-11-2010,ODI # 3065,Thisara Perera,233514
1322,3,3,7,42.85,0,0, Australia,Brisbane,07-11-2010,ODI # 3068,Thisara Perera,233514
1323,6,6,8,75,0,0, West Indies,Colombo (SSC),06-02-2011,ODI # 3099,Thisara Perera,233514
1324,11,11,11,100,1,0, Canada,Hambantota,20-02-2011,ODI # 3102,Thisara Perera,233514
1325,8,8,6,133.33,1,0, Pakistan,Colombo (RPS),26-02-2011,ODI # 3109,Thisara Perera,233514
1326,3,3,5,60,0,0, Zimbabwe,Pallekele,10-03-2011,ODI # 3125,Thisara Perera,233514
1327,22,22,9,244.44,3,1, India,Mumbai,02-04-2011,ODI # 3148,Thisara Perera,233514
1328,9,9,17,52.94,0,0, Scotland,Edinburgh,13-07-2011,ODI # 3172,Thisara Perera,233514
1329,13,13,12,108.33,0,1, Pakistan,Dubai (DSC),14-11-2011,ODI # 3213,Thisara Perera,233514
1330,4,4,5,80,0,0, Pakistan,Dubai (DSC),18-11-2011,ODI # 3214,Thisara Perera,233514
