Overs,Mdns,Runs,Wickets,Economy,Average,SR,Opposition,Ground,Start_Date,Match_Id,Bowler,Player_Id
9,0,48,1,5.33,48,54,v Bangladesh,Basseterre,25-08-2014,ODI # 3514,Kemar Roach,230553
6,0,52,0,8.66,0,0,v Ireland,Nelson,16-02-2015,ODI # 3603,Kemar Roach,230553
8,1,44,1,5.5,44,48,v India,Perth,06-03-2015,ODI # 3625,Kemar Roach,230553
8,0,54,0,6.75,0,0,v U.A.E.,Napier,15-03-2015,ODI # 3638,Kemar Roach,230553
10,0,60,1,6,60,60,v U.A.E.,Harare,06-03-2018,ODI # 3987,Kemar Roach,230553
10,3,27,4,2.7,6.75,15,v Ireland,Harare,10-03-2018,ODI # 3993,Kemar Roach,230553
10,0,55,3,5.5,18.33,20,v Zimbabwe,Harare,19-03-2018,ODI # 4002,Kemar Roach,230553
7,2,20,2,2.85,10,21,v Scotland,Harare,21-03-2018,ODI # 4004,Kemar Roach,230553
5,0,24,0,4.8,0,0,v Afghanistan,Harare,25-03-2018,ODI # 4007,Kemar Roach,230553
7,0,52,0,7.42,0,0,v India,Guwahati,21-10-2018,ODI # 4056,Kemar Roach,230553
10,0,67,1,6.7,67,60,v India,Visakhapatnam,24-10-2018,ODI # 4059,Kemar Roach,230553
10,0,48,1,4.8,48,60,v India,Pune,27-10-2018,ODI # 4062,Kemar Roach,230553
10,0,74,2,7.4,37,30,v India,Mumbai (BS),29-10-2018,ODI # 4063,Kemar Roach,230553
5,2,13,0,2.6,0,0,v India,Thiruvananthapuram,01-11-2018,ODI # 4064,Kemar Roach,230553
6,0,35,0,5.83,0,0,v Bangladesh,Dhaka,09-12-2018,ODI # 4071,Kemar Roach,230553
10,0,39,1,3.9,39,60,v Bangladesh,Dhaka,11-12-2018,ODI # 4072,Kemar Roach,230553
3,0,16,0,5.33,0,0,v Bangladesh,Sylhet,14-12-2018,ODI # 4073,Kemar Roach,230553
7,0,28,2,4,14,21,v Ireland,Dublin,05-05-2019,ODI # 4128,Kemar Roach,230553
7,0,30,0,4.28,0,0,v Bangladesh,Dublin,07-05-2019,ODI # 4129,Kemar Roach,230553
10,2,62,0,6.2,0,0,v Ireland,Dublin (Malahide),11-05-2019,ODI # 4132,Kemar Roach,230553
6,0,46,1,7.66,46,36,v Bangladesh,Dublin (Malahide),13-05-2019,ODI # 4134,Kemar Roach,230553
5,0,57,0,11.4,0,0,v Bangladesh,Dublin (Malahide),17-05-2019,ODI # 4137,Kemar Roach,230553
10,1,46,3,4.6,15.33,20,v Sri Lanka,Harare,16-11-2016,ODI # 3805,Ashley Nurse,315594
10,0,55,1,5.5,55,60,v Zimbabwe,Bulawayo,19-11-2016,ODI # 3806,Ashley Nurse,315594
8,0,58,1,7.25,58,48,v Sri Lanka,Bulawayo,23-11-2016,ODI # 3808,Ashley Nurse,315594
10,0,27,3,2.7,9,20,v Zimbabwe,Bulawayo,25-11-2016,ODI # 3809,Ashley Nurse,315594
10,0,57,2,5.7,28.5,30,v England,North Sound,03-03-2017,ODI # 3845,Ashley Nurse,315594
10,0,34,3,3.4,11.33,20,v England,North Sound,05-03-2017,ODI # 3848,Ashley Nurse,315594
8,0,57,1,7.12,57,48,v England,Bridgetown,09-03-2017,ODI # 3849,Ashley Nurse,315594
10,0,62,4,6.2,15.5,15,v Pakistan,Providence,07-04-2017,ODI # 3861,Ashley Nurse,315594
10,0,42,1,4.2,42,60,v Pakistan,Providence,09-04-2017,ODI # 3862,Ashley Nurse,315594
10,0,49,1,4.9,49,60,v Pakistan,Providence,11-04-2017,ODI # 3863,Ashley Nurse,315594
10,1,34,2,3.4,17,30,v Afghanistan,Gros Islet,09-06-2017,ODI # 3884,Ashley Nurse,315594
9.3,0,33,2,3.47,16.5,28.5,v Afghanistan,Gros Islet,11-06-2017,ODI # 3887,Ashley Nurse,315594
4,1,22,0,5.5,0,0,v India,Port of Spain,23-06-2017,ODI # 3895,Ashley Nurse,315594
9,0,38,1,4.22,38,54,v India,Port of Spain,25-06-2017,ODI # 3896,Ashley Nurse,315594
10,0,34,0,3.4,0,0,v India,North Sound,30-06-2017,ODI # 3898,Ashley Nurse,315594
10,0,29,1,2.9,29,60,v India,North Sound,02-07-2017,ODI # 3900,Ashley Nurse,315594
4,0,34,0,8.5,0,0,v India,Kingston,06-07-2017,ODI # 3902,Ashley Nurse,315594
8.5,0,48,0,5.43,0,0,v England,Manchester,19-09-2017,ODI # 3911,Ashley Nurse,315594
8,0,59,1,7.37,59,48,v England,Bristol,24-09-2017,ODI # 3915,Ashley Nurse,315594
3,0,39,0,13,0,0,v England,The Oval,27-09-2017,ODI # 3916,Ashley Nurse,315594
8,0,56,0,7,0,0,v England,Southampton,29-09-2017,ODI # 3918,Ashley Nurse,315594
10,0,55,2,5.5,27.5,30,v New Zealand,Whangarei,20-12-2017,ODI # 3943,Ashley Nurse,315594
10,0,45,0,4.5,0,0,v New Zealand,Christchurch,23-12-2017,ODI # 3944,Ashley Nurse,315594
2,0,26,0,13,0,0,v New Zealand,Christchurch,26-12-2017,ODI # 3945,Ashley Nurse,315594
9,0,61,0,6.77,0,0,v U.A.E.,Harare,06-03-2018,ODI # 3987,Ashley Nurse,315594
6,0,31,1,5.16,31,36,v P.N.G.,Harare,08-03-2018,ODI # 3991,Ashley Nurse,315594
7,0,29,0,4.14,0,0,v Ireland,Harare,10-03-2018,ODI # 3993,Ashley Nurse,315594
9,0,39,1,4.33,39,54,v Afghanistan,Harare,15-03-2018,ODI # 3997,Ashley Nurse,315594
4,0,28,0,7,0,0,v Zimbabwe,Harare,19-03-2018,ODI # 4002,Ashley Nurse,315594
9.2,0,35,2,3.75,17.5,28,v Scotland,Harare,21-03-2018,ODI # 4004,Ashley Nurse,315594
10,2,31,0,3.1,0,0,v Afghanistan,Harare,25-03-2018,ODI # 4007,Ashley Nurse,315594
10,0,39,0,3.9,0,0,v Bangladesh,Providence,22-07-2018,ODI # 4022,Ashley Nurse,315594
10,0,34,1,3.4,34,60,v Bangladesh,Providence,25-07-2018,ODI # 4023,Ashley Nurse,315594
10,1,53,2,5.3,26.5,30,v Bangladesh,Basseterre,28-07-2018,ODI # 4024,Ashley Nurse,315594
7,0,63,0,9,0,0,v India,Guwahati,21-10-2018,ODI # 4056,Ashley Nurse,315594
10,0,46,2,4.6,23,30,v India,Visakhapatnam,24-10-2018,ODI # 4059,Ashley Nurse,315594
10,0,43,2,4.3,21.5,30,v India,Pune,27-10-2018,ODI # 4062,Ashley Nurse,315594
8,0,57,1,7.12,57,48,v India,Mumbai (BS),29-10-2018,ODI # 4063,Ashley Nurse,315594
10,0,69,0,6.9,0,0,v England,Bridgetown,20-02-2019,ODI # 4096,Ashley Nurse,315594
6,0,28,0,4.66,0,0,v England,Bridgetown,22-02-2019,ODI # 4097,Ashley Nurse,315594
10,0,68,1,6.8,68,60,v England,St George's,27-02-2019,ODI # 4099,Ashley Nurse,315594
4,0,24,0,6,0,0,v England,Gros Islet,02-03-2019,ODI # 4103,Ashley Nurse,315594
7.4,0,51,4,6.65,12.75,11.5,v Ireland,Dublin,05-05-2019,ODI # 4128,Ashley Nurse,315594
7,0,46,0,6.57,0,0,v Bangladesh,Dublin,07-05-2019,ODI # 4129,Ashley Nurse,315594
4,0,37,0,9.25,0,0,v Ireland,Dublin (Malahide),11-05-2019,ODI # 4132,Ashley Nurse,315594
10,0,53,3,5.3,17.66,20,v Bangladesh,Dublin (Malahide),13-05-2019,ODI # 4134,Ashley Nurse,315594
3,0,35,0,11.66,0,0,v Bangladesh,Dublin (Malahide),17-05-2019,ODI # 4137,Ashley Nurse,315594
9,1,43,1,4.77,43,54,v Australia,Bridgetown,21-06-2016,ODI # 3752,Shannon Gabriel,446101
5,1,17,3,3.4,5.66,10,v South Africa,Bridgetown,24-06-2016,ODI # 3754,Shannon Gabriel,446101
7,0,58,2,8.28,29,21,v Australia,Bridgetown,26-06-2016,ODI # 3756,Shannon Gabriel,446101
8,0,53,1,6.62,53,48,v Pakistan,Sharjah,30-09-2016,ODI # 3784,Shannon Gabriel,446101
5,0,37,0,7.4,0,0,v Pakistan,Abu Dhabi,05-10-2016,ODI # 3789,Shannon Gabriel,446101
8.1,0,31,3,3.79,10.33,16.3,v Sri Lanka,Harare,16-11-2016,ODI # 3805,Shannon Gabriel,446101
10,0,45,2,4.5,22.5,30,v Zimbabwe,Bulawayo,19-11-2016,ODI # 3806,Shannon Gabriel,446101
5,0,29,1,5.8,29,30,v Sri Lanka,Bulawayo,23-11-2016,ODI # 3808,Shannon Gabriel,446101
10,0,58,2,5.8,29,30,v England,North Sound,03-03-2017,ODI # 3845,Shannon Gabriel,446101
3,0,17,1,5.66,17,18,v England,North Sound,05-03-2017,ODI # 3848,Shannon Gabriel,446101
10,0,69,0,6.9,0,0,v Pakistan,Providence,07-04-2017,ODI # 3861,Shannon Gabriel,446101
10,1,50,2,5,25,30,v Pakistan,Providence,09-04-2017,ODI # 3862,Shannon Gabriel,446101
10,0,60,2,6,30,30,v Pakistan,Providence,11-04-2017,ODI # 3863,Shannon Gabriel,446101
8,2,21,1,2.62,21,48,v Afghanistan,Gros Islet,09-06-2017,ODI # 3884,Shannon Gabriel,446101
7.4,0,25,2,3.26,12.5,23,v Afghanistan,Gros Islet,11-06-2017,ODI # 3887,Shannon Gabriel,446101
10,0,57,0,5.7,0,0,v New Zealand,Whangarei,20-12-2017,ODI # 3943,Shannon Gabriel,446101
10,0,75,0,7.5,0,0,v New Zealand,Christchurch,23-12-2017,ODI # 3944,Shannon Gabriel,446101
4,0,37,0,9.25,0,0,v New Zealand,Christchurch,26-12-2017,ODI # 3945,Shannon Gabriel,446101
8,0,44,3,5.5,14.66,16,v Ireland,Dublin,05-05-2019,ODI # 4128,Shannon Gabriel,446101
10,0,58,1,5.8,58,60,v Bangladesh,Dublin,07-05-2019,ODI # 4129,Shannon Gabriel,446101
10,1,47,2,4.7,23.5,30,v Ireland,Dublin (Malahide),11-05-2019,ODI # 4132,Shannon Gabriel,446101
3,0,30,2,10,15,9,v Bangladesh,Dublin (Malahide),17-05-2019,ODI # 4137,Shannon Gabriel,446101
10,0,52,0,5.2,0,0,v India,Pune,27-10-2018,ODI # 4062,Fabian Allen,670013
8,0,52,0,6.5,0,0,v India,Mumbai (BS),29-10-2018,ODI # 4063,Fabian Allen,670013
1,0,5,0,5,0,0,v India,Thiruvananthapuram,01-11-2018,ODI # 4064,Fabian Allen,670013
4,0,22,0,5.5,0,0,v Bangladesh,Sylhet,14-12-2018,ODI # 4073,Fabian Allen,670013
3,0,19,0,6.33,0,0,v Ireland,Dublin (Malahide),11-05-2019,ODI # 4132,Fabian Allen,670013
3,0,11,0,3.66,0,0,v Bangladesh,Dublin (Malahide),13-05-2019,ODI # 4134,Fabian Allen,670013
4,0,37,1,9.25,37,24,v Bangladesh,Dublin (Malahide),17-05-2019,ODI # 4137,Fabian Allen,670013
6,0,39,2,6.5,19.5,18,v South Africa,Port Elizabeth,25-01-2015,ODI # 3591,Sheldon Cottrell,495551
7,0,68,0,9.71,0,0,v South Africa,Centurion,28-01-2015,ODI # 3593,Sheldon Cottrell,495551
10,0,62,3,6.2,20.66,20,v New Zealand,Christchurch,23-12-2017,ODI # 3944,Sheldon Cottrell,495551
6,0,19,2,3.16,9.5,18,v New Zealand,Christchurch,26-12-2017,ODI # 3945,Sheldon Cottrell,495551
4.4,0,22,0,4.71,0,0,v U.A.E.,Harare,06-03-2018,ODI # 3987,Sheldon Cottrell,495551
9,0,59,1,6.55,59,54,v Bangladesh,Basseterre,28-07-2018,ODI # 4024,Sheldon Cottrell,495551
9,0,46,5,5.11,9.2,10.8,v England,Bridgetown,22-02-2019,ODI # 4097,Sheldon Cottrell,495551
9,0,64,1,7.11,64,54,v England,St George's,27-02-2019,ODI # 4099,Sheldon Cottrell,495551
4,0,23,1,5.75,23,24,v England,Gros Islet,02-03-2019,ODI # 4103,Sheldon Cottrell,495551
6,1,33,1,5.5,33,36,v Ireland,Dublin,05-05-2019,ODI # 4128,Sheldon Cottrell,495551
7,0,47,0,6.71,0,0,v Bangladesh,Dublin,07-05-2019,ODI # 4129,Sheldon Cottrell,495551
10,1,67,1,6.7,67,60,v Ireland,Dublin (Malahide),11-05-2019,ODI # 4132,Sheldon Cottrell,495551
9.2,0,38,0,4.07,0,0,v Bangladesh,Dublin (Malahide),13-05-2019,ODI # 4134,Sheldon Cottrell,495551
5,0,31,0,6.2,0,0,v South Africa,East London,21-01-2015,ODI # 3587,Carlos Brathwaite,457249
10,1,39,0,3.9,0,0,v South Africa,Port Elizabeth,25-01-2015,ODI # 3591,Carlos Brathwaite,457249
9,0,46,0,5.11,0,0,v South Africa,Centurion,28-01-2015,ODI # 3593,Carlos Brathwaite,457249
5,0,35,2,7,17.5,15,v Sri Lanka,Colombo (RPS),01-11-2015,ODI # 3701,Carlos Brathwaite,457249
4,0,35,0,8.75,0,0,v Sri Lanka,Colombo (RPS),04-11-2015,ODI # 3702,Carlos Brathwaite,457249
7,0,40,1,5.71,40,42,v Sri Lanka,Pallekele,07-11-2015,ODI # 3704,Carlos Brathwaite,457249
8,0,35,2,4.37,17.5,24,v South Africa,Providence,03-06-2016,ODI # 3739,Carlos Brathwaite,457249
3,0,14,0,4.66,0,0,v Australia,Providence,05-06-2016,ODI # 3740,Carlos Brathwaite,457249
10,0,60,2,6,30,30,v Australia,Basseterre,13-06-2016,ODI # 3745,Carlos Brathwaite,457249
10,0,69,1,6.9,69,60,v South Africa,Basseterre,15-06-2016,ODI # 3747,Carlos Brathwaite,457249
9,0,62,1,6.88,62,54,v Australia,Bridgetown,21-06-2016,ODI # 3752,Carlos Brathwaite,457249
10,2,39,2,3.9,19.5,30,v South Africa,Bridgetown,24-06-2016,ODI # 3754,Carlos Brathwaite,457249
8,2,32,1,4,32,48,v Australia,Bridgetown,26-06-2016,ODI # 3756,Carlos Brathwaite,457249
10,0,54,3,5.4,18,20,v Pakistan,Sharjah,30-09-2016,ODI # 3784,Carlos Brathwaite,457249
8,0,60,0,7.5,0,0,v Pakistan,Sharjah,02-10-2016,ODI # 3788,Carlos Brathwaite,457249
9,0,34,1,3.77,34,54,v Sri Lanka,Harare,16-11-2016,ODI # 3805,Carlos Brathwaite,457249
10,0,48,4,4.8,12,15,v Zimbabwe,Bulawayo,19-11-2016,ODI # 3806,Carlos Brathwaite,457249
7,0,64,1,9.14,64,42,v Sri Lanka,Bulawayo,23-11-2016,ODI # 3808,Carlos Brathwaite,457249
8,0,52,0,6.5,0,0,v Zimbabwe,Bulawayo,25-11-2016,ODI # 3809,Carlos Brathwaite,457249
10,1,54,0,5.4,0,0,v England,North Sound,03-03-2017,ODI # 3845,Carlos Brathwaite,457249
4,0,38,0,9.5,0,0,v England,North Sound,05-03-2017,ODI # 3848,Carlos Brathwaite,457249
10,0,56,0,5.6,0,0,v England,Bridgetown,09-03-2017,ODI # 3849,Carlos Brathwaite,457249
10,2,27,5,2.7,5.4,12,v P.N.G.,Harare,08-03-2018,ODI # 3991,Carlos Brathwaite,457249
8,0,36,0,4.5,0,0,v Ireland,Harare,10-03-2018,ODI # 3993,Carlos Brathwaite,457249
9,0,39,0,4.33,0,0,v Afghanistan,Harare,15-03-2018,ODI # 3997,Carlos Brathwaite,457249
7,2,27,0,3.85,0,0,v Scotland,Harare,21-03-2018,ODI # 4004,Carlos Brathwaite,457249
6,0,37,0,6.16,0,0,v Afghanistan,Harare,25-03-2018,ODI # 4007,Carlos Brathwaite,457249
9,0,66,0,7.33,0,0,v England,Bridgetown,20-02-2019,ODI # 4096,Carlos Brathwaite,457249
5.4,0,37,1,6.52,37,34,v England,Bridgetown,22-02-2019,ODI # 4097,Carlos Brathwaite,457249
10,0,69,2,6.9,34.5,30,v England,St George's,27-02-2019,ODI # 4099,Carlos Brathwaite,457249
8,1,17,2,2.12,8.5,24,v England,Gros Islet,02-03-2019,ODI # 4103,Carlos Brathwaite,457249
6,0,37,0,6.16,0,0,v India,Toronto,11-09-1999,ODI # 1497,Chris Gayle ,51880
4.5,0,18,2,3.72,9,14.5,v India,Toronto,12-09-1999,ODI # 1498,Chris Gayle ,51880
10,1,41,1,4.1,41,60,v Pakistan,Toronto,18-09-1999,ODI # 1501,Chris Gayle ,51880
9,0,31,0,3.44,0,0,v Pakistan,Toronto,19-09-1999,ODI # 1502,Chris Gayle ,51880
3,0,5,0,1.66,0,0,v Sri Lanka,Sharjah,17-10-1999,ODI # 1515,Chris Gayle ,51880
9,0,55,0,6.11,0,0,v Pakistan,Sharjah,19-10-1999,ODI # 1517,Chris Gayle ,51880
3,0,16,0,5.33,0,0,v Zimbabwe,Kingston,01-04-2000,ODI # 1584,Chris Gayle ,51880
4.3,0,19,1,4.22,19,27,v Pakistan,Kingstown,12-04-2000,ODI # 1588,Chris Gayle ,51880
4,0,23,0,5.75,0,0,v Pakistan,St George's,16-04-2000,ODI # 1592,Chris Gayle ,51880
6,0,26,1,4.33,26,36,v Pakistan,Bridgetown,19-04-2000,ODI # 1593,Chris Gayle ,51880
10,0,28,2,2.8,14,30,v Pakistan,Port of Spain,22-04-2000,ODI # 1594,Chris Gayle ,51880
2,1,2,0,1,0,0,v Pakistan,Port of Spain,23-04-2000,ODI # 1595,Chris Gayle ,51880
8,1,35,0,4.37,0,0,v Zimbabwe,Bristol,06-07-2000,ODI # 1605,Chris Gayle ,51880
10,1,28,2,2.8,14,30,v England,Lord's,09-07-2000,ODI # 1609,Chris Gayle ,51880
10,0,42,1,4.2,42,60,v Zimbabwe,Canterbury,11-07-2000,ODI # 1611,Chris Gayle ,51880
8,0,34,0,4.25,0,0,v England,Chester-le-Street,15-07-2000,ODI # 1615,Chris Gayle ,51880
4,0,27,0,6.75,0,0,v Zimbabwe,Chester-le-Street,16-07-2000,ODI # 1616,Chris Gayle ,51880
6.5,0,21,2,3.07,10.5,20.5,v England,Nottingham,20-07-2000,ODI # 1618,Chris Gayle ,51880
2,0,15,0,7.5,0,0,v South Africa,St John's,02-05-2001,ODI # 1713,Chris Gayle ,51880
5,0,32,1,6.4,32,30,v South Africa,St George's,05-05-2001,ODI # 1714,Chris Gayle ,51880
10,0,38,0,3.8,0,0,v South Africa,St George's,06-05-2001,ODI # 1715,Chris Gayle ,51880
3,0,19,0,6.33,0,0,v South Africa,Bridgetown,09-05-2001,ODI # 1716,Chris Gayle ,51880
6,0,30,1,5,30,36,v India,Harare,04-07-2001,ODI # 1733,Chris Gayle ,51880
9,0,54,2,6,27,27,v India,Harare,07-07-2001,ODI # 1734,Chris Gayle ,51880
7.3,2,23,1,3.06,23,45,v Kenya,Nairobi,15-08-2001,ODI # 1745,Chris Gayle ,51880
3.1,1,9,1,2.84,9,19,v Kenya,Nairobi (Gym),18-08-2001,ODI # 1746,Chris Gayle ,51880
9,0,58,2,6.44,29,27,v Kenya,Nairobi (Gym),19-08-2001,ODI # 1747,Chris Gayle ,51880
7,1,32,1,4.57,32,42,v Sri Lanka,Colombo (RPS),11-12-2001,ODI # 1778,Chris Gayle ,51880
3,0,18,0,6,0,0,v Sri Lanka,Kandy,15-12-2001,ODI # 1780,Chris Gayle ,51880
5,0,23,1,4.6,23,30,v Zimbabwe,Kandy,16-12-2001,ODI # 1781,Chris Gayle ,51880
10,0,48,0,4.8,0,0,v Sri Lanka,Colombo (RPS),19-12-2001,ODI # 1782,Chris Gayle ,51880
3,0,10,0,3.33,0,0,v Pakistan,Sharjah,15-02-2002,ODI # 1808,Chris Gayle ,51880
4.2,0,19,4,4.38,4.75,6.5,v Pakistan,Sharjah,17-02-2002,ODI # 1810,Chris Gayle ,51880
8,0,34,1,4.25,34,48,v India,Bridgetown,29-05-2002,ODI # 1836,Chris Gayle ,51880
5,0,26,3,5.2,8.66,10,v India,Port of Spain,02-06-2002,ODI # 1838,Chris Gayle ,51880
9.4,3,26,3,2.68,8.66,19.3,v New Zealand,Kingston,05-06-2002,ODI # 1839,Chris Gayle ,51880
10,0,48,1,4.8,48,60,v New Zealand,Gros Islet,08-06-2002,ODI # 1840,Chris Gayle ,51880
10,1,34,2,3.4,17,30,v New Zealand,Gros Islet,09-06-2002,ODI # 1841,Chris Gayle ,51880
7.2,0,30,2,4.09,15,22,v New Zealand,Port of Spain,12-06-2002,ODI # 1843,Chris Gayle ,51880
10,0,54,4,5.4,13.5,15,v New Zealand,Kingstown,16-06-2002,ODI # 1845,Chris Gayle ,51880
3,0,21,0,7,0,0,v South Africa,Colombo (SSC),13-09-2002,ODI # 1875,Chris Gayle ,51880
9,0,38,2,4.22,19,27,v Kenya,Colombo (SSC),17-09-2002,ODI # 1879,Chris Gayle ,51880
2,0,16,0,8,0,0,v India,Jamshedpur,06-11-2002,ODI # 1893,Chris Gayle ,51880
5,0,34,1,6.8,34,30,v India,Nagpur,09-11-2002,ODI # 1894,Chris Gayle ,51880
1,0,18,0,18,0,0,v India,Rajkot,12-11-2002,ODI # 1895,Chris Gayle ,51880
1,0,15,0,15,0,0,v India,Ahmedabad,15-11-2002,ODI # 1896,Chris Gayle ,51880
8,0,44,0,5.5,0,0,v India,Vadodara,18-11-2002,ODI # 1897,Chris Gayle ,51880
4,0,28,0,7,0,0,v India,Jodhpur,21-11-2002,ODI # 1898,Chris Gayle ,51880
6.5,0,22,3,3.21,7.33,13.6,v India,Vijayawada,24-11-2002,ODI # 1900,Chris Gayle ,51880
1,0,2,0,2,0,0,v Bangladesh,Chittagong,29-11-2002,ODI # 1904,Chris Gayle ,51880
8,1,38,0,4.75,0,0,v Bangladesh,Dhaka,02-12-2002,ODI # 1909,Chris Gayle ,51880
10,2,37,3,3.7,12.33,20,v Bangladesh,Dhaka,03-12-2002,ODI # 1910,Chris Gayle ,51880
10,1,60,2,6,30,30,v South Africa,Cape Town,09-02-2003,ODI # 1942,Chris Gayle ,51880
5,0,37,1,7.4,37,30,v New Zealand,Port Elizabeth,13-02-2003,ODI # 1949,Chris Gayle ,51880
9,1,29,0,3.22,0,0,v Canada,Centurion,23-02-2003,ODI # 1963,Chris Gayle ,51880
10,0,42,1,4.2,42,60,v Sri Lanka,Cape Town,28-02-2003,ODI # 1973,Chris Gayle ,51880
9,0,42,1,4.66,42,54,v Australia,Kingston,17-05-2003,ODI # 2011,Chris Gayle ,51880
